Job_Title,Company_name,Job_location,Company_Experience,Job_skills
Data Scientist - Azure Services ML model,Zen Data Shastra,"Hybrid - Bengaluru, Karnataka(Kundalahalli)",3-8 Yrs,"['Artificial Intelligence', 'Azure Machine Learning', 'Machine Learning', 'Azure Cognitive Services', 'Data Science', 'Gen Ai', 'Pattern Recognition', 'Opencv']"
Business Analyst - RPA,Valenta AI Pvt Ltd,Bengaluru,3-4 Yrs,"['Rpa', 'Robotic Process Automation', 'Automation Anywhere', 'Uipath', 'Blue Prism', 'implementation', 'UAT', 'User Acceptance Testing']"
Job opening in Sensiple For Technical Architect,Sensiple,"Chennai, Tamil Nadu",12-17 Yrs,"['.Net', 'Microsoft Bot Framework', 'Technical Architecture', 'Bot Development', 'Azure Service Bus', 'Azure Functions', 'Cognitive Services', 'Aiml']"
French Content Specialist,Avalon Information Systems,"New Delhi, Delhi(Vasant Kunj)",0-2 Yrs,"['Communication Skills', 'Creative Skills', 'cognitive', 'French Proficiency', 'English Language', 'Languages', 'Content', 'Creative']"
Learning & Development Lead,Aganitha Cognitive Solutions,"Hyderabad, Telangana(Jubilee Hills)",3-5 Yrs,"['Communication Skills', 'Analytical Skills', 'Technical Training Experience', 'Strategic Thinking', 'leadership and management skill', 'Interpersonal Skills', 'Analytical Skill', 'Analytics']"
"Principal Engineer / Module Lead (Image Processing, DL, CV)",Airamatrix,"Thane, Mumbai (All Areas)",7-12 Yrs,"['deep learning', 'Pattern Recognition', 'Artificial Intelligence', 'Image Processing', 'computer vision', 'Tensorflow', 'python', 'Opencv']"
Azure Platform Engineer (Infrastructure),Assertive Business Solutions,"Hybrid - Pune, Maharashtra, Bengaluru",5-10 Yrs,"['Azure Infrastructure', 'Python', 'Gen AI', 'Generative AI', 'PAAS', 'Iaas', 'Iaas Services', 'Machine Learning']"
Business Operations Trainee,Star Knowledge,,,"['Attention to detail', 'PPT', 'Good cognitive abilities', 'Interested in reading', 'internet navigation', 'Strong written and oral English communication', 'Internet', 'Communication skills']"
Sr. Technical Architect,Leading Client,Pune,15-25 Yrs,"['.Net Architecture', 'C#', 'Azure', 'JavaScript', 'Sql Server', 'Cognitive AI', 'NoSql Databases', 'MVC core']"
Generative AI Lead/Architect,Birlasoft,"Hybrid - Noida, Pune, Bangalore/Bengaluru",7-12 Yrs,"['NLP', 'Chatbot', 'azure cognitive services', 'Machine Learning', 'Python', 'Open AI', 'Generative AI', 'ai solutions']"
Solution Architect (AI) Req:1376,Clairvoyant India,"Pune, Maharashtra, Gurugram, Haryana, Bengaluru, Karnataka",12-16 Yrs,"['speech to text', 'FACE RECOGNITION', 'Aiml', 'Python', 'Model Development', 'Acr', 'Cognitive Computing', 'Aci']"
Cognitive Implementation Engineer,Ipsoft,Bangalore/Bengaluru,2-5 Yrs,['Cognitive Implementation Engineer']
Ms Azure Bot,Cognizant,"Kolkata, West Bengal, Bangalore Rural, Karnataka, Chennai, Tamil Nadu",3-8 Yrs,"['Ms Azure Bot', 'NLP', 'Azure Cognitive services', 'NLU', 'Bot', 'Natural language processing', 'Microsoft', 'Azure Apim']"
Architect,Tsit Digital Technologies,"Hybrid - Pune, Maharashtra, Thiruvananthapuram, Kerala",7-12 Yrs,"['Semantic Search', 'Azure web services', 'Azure Cognitive Search', 'Open AI', 'Microsoft Azure', 'Cognitive', 'Searching', 'Open']"
Enormous Openings For RPA Business Analyst in Top MNC!!!,Job Seeks 4u Consultancy Services,"Ahmedabad, Gujarat",12-18 Yrs,"['RPA', 'Business Analyst', 'Engineering graduation', 'Automation Anywhere', 'lean/six sigma', 'implementation', 'ui path', 'Black Belt']"
Technical Lead - Microsoft Bot Framework,Blazeclan Technologies,"Bangalore Rural, Karnataka",7-10 Yrs,"['Asp.net MVC', 'Rest API', 'Luis', 'language APIs', 'Microsoft Bot Framework', 'Qna Maker', 'CSS', 'Cognitive Services']"
RPA Lead @ CorroHealth - Chennai & Hyderabad.,CorroHealth,"Hyderabad, Chennai",6-11 Yrs,"['Rpa', 'Robotic Process Automation', 'Uipath', 'Process automation', 'Process', 'Automation', 'Robotic Process', 'Robotics']"
Microsoft BOT Framework-Application Developer,Accenture,Hyderabad/Secunderabad,5-8 Yrs,"['Project development', 'PAAS', 'Cosmos', 'Microsoft NLP', 'S Bot Framework', 'Cloud', 'MS Bot Composer', 'AZURE cloud technology']"
Senior Analyst,Ascensus,Hyderabad/Secunderabad,3-6 Yrs,"['Analytical skills', 'Analyst', 'Data analysis', 'Regulatory reporting', 'Networking', 'Manager Technology', 'Actuarial', 'Mathematics']"
Azure Technical Architect With MLOPS,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",7-15 Yrs,"['Technical Architect', 'Automation', 'data science', 'Network security', 'jenkins', 'System design', 'application architecture', 'Analytics']"
Intelligent Automation Developer | Australian Projects,PCX Services,"Hybrid - Hyderabad, Telangana, Jaipur, Rajasthan",2-7 Yrs,"['Uipath', 'Robotic Process Automation', 'powerautomate', '.NET framework', 'Blue Prism', 'Australian', 'Process', 'Intelligent']"
Staff Product Manager - IOT,"Qualcomm Technologies, Inc",Hyderabad/Secunderabad,10-12 Yrs,"['RTOS', 'Computer science', 'group product management', 'Linux', 'Operating systems', 'Staffing', 'Strategic planning', 'Windows']"
Senior Manager - Digital Assistant,Pepsi Foods,Hyderabad/Secunderabad,8-13 Yrs,"['Computer vision', 'Automation', 'Manager Quality Assurance', 'Coding', 'Project management', 'Machine learning', 'Integration testing', 'Agile']"
Occupational Therapist,Jobs Territory,"Hyderabad, Telangana, Chennai, Bengaluru, Karnataka",2-5 Yrs,"['Neurology', 'Incharge Activities', 'Networking', 'Occupational Therapy', 'Banking', 'Healthcare', 'Counselling', 'Therapy']"
Senior Manager HyperAutomation,Pepsi Foods,Hyderabad/Secunderabad,10-12 Yrs,"['Computer science', 'Business services', 'Image processing', 'Coding', 'Javascript', 'Agile', 'Issue resolution', 'Troubleshooting']"
Manager - HyperAutomation,Pepsi Foods,Hyderabad/Secunderabad,7-9 Yrs,"['Process design', 'Computer science', 'Business services', 'Data management', 'Coding', 'Javascript', 'Agile', 'Workflow']"
Solution Architect (AI),Clairvoyant India Pvt. Ltd,"Hyderabad/Secunderabad, Pune",12-15 Yrs,"['Computer science', 'github', 'Publishing', 'NoSQL', 'Architecture', 'Machine learning', 'Operations', 'Analytics']"
Power Apps Developer & RPA,ATG Business Solutions,"Hyderabad, Bengaluru, Mumbai (All Areas)",4-8 Yrs,"['Microsoft 365 applications', 'Powerapps', 'RPA', 'Desktop', 'Power Apps', 'Power Platform', 'Microsoft Power platform', 'RPA Tool']"
Special Educator,Drs Education,Hyderabad(Kompally),2-5 Yrs,"['Special Education', 'Education']"
Full stack Engineer,TensorGo,Hyderabad/Secunderabad,3-4 Yrs,"['SocketIO', 'Node.JS', 'React.JS', 'WebRTC', 'RDS', 'S3', 'React', 'Microservices']"
Sr Business Analyst II,Invesco (hyderabad),Hyderabad/Secunderabad,3-6 Yrs,"['Career development', 'Data analysis', 'Business analysis', 'Project management', 'Relationship building', 'HTML', 'Asset management', 'Continuous improvement']"
Pyp Homeroom Teacher,Sree Vidyanikethan Educational Trust (SVET),Hyderabad/Secunderabad,4-8 Yrs,"['IB', 'curriculum development', 'Pyp', 'School Management', 'teaching', 'Teacher Training']"
Preschool Teachers,Sree Vidyanikethan Educational Trust (SVET),Hyderabad/Secunderabad(Jubilee Hills),5-10 Yrs,"['Montessori', 'Preschool', 'Teaching', 'Day Care', 'Nursery', 'nursery teacher']"
QA Engineer,IBM,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-6 Yrs,"['C++', 'Troubleshooting', 'SQL', 'Struts', 'Selenium', 'C#', 'Automation testing', 'Release Management']"
Staff UX Researcher,Service Now Planet,Hyderabad/Secunderabad,7-9 Yrs,"['Product management', 'Qualitative research', 'User interface designing', 'Design validation', 'Interaction design', 'Data collection', 'Enterprise software', 'Usability testing']"
Consultant,Ascensus,Hyderabad/Secunderabad,2-5 Yrs,"['Analytical skills', 'Training', 'Data analysis', 'Regulatory reporting', 'Networking', 'Manager Technology', 'Actuarial', 'Management']"
Data Scientist,Cyient,Hyderabad,4-8 Yrs,"['algorithms', 'deploying models', 'software', 'natural language processing', 'machine learning', 'classification', 'artificial intelligence', 'research']"
Full Stack Developer (Gen-AI),Crave Information,Hyderabad/Secunderabad,3-5 Yrs,"['Cloud computing', 'Version control', 'GIT', 'Compliance', 'Debugging', 'Machine learning', 'Agile', 'Programming']"
Urgent Requirement For MS Azure Chatbot Developer (NP - 60 days),Cognizant,"Hybrid - Hyderabad/ Secunderabad, Telangana, Chennai, Bangalore/ Bengaluru, Karnataka",5-10 Yrs,"['MS Azure Chatbot', 'MS Azure Bot', 'Chat bot', 'MS Azure', 'Chatbot', 'Chatbot Development', 'Microsoft Azure', 'Azure Chatbot']"
Architect - DevSecOps - Azure Cloud,Pepsi Foods,Hyderabad/Secunderabad,5-10 Yrs,"['Networking', 'Business analysis', 'Coding', 'Consulting', 'Active directory', 'Agile', 'Troubleshooting', 'Information technology']"
Assistant Vice President - Life Annuities and Pension,Golden Opportunities,"Kolkata, Gandhinagar, Hyderabad, Telangana",15-23 Yrs,"['Annuities Administration', 'green belt', 'capability development', 'due diligence', 'capability building', 'Life administration', 'business operations', 'Pension Administration']"
Data Science Specialist,Rarr Technologies,"Hybrid - Hyderabad, Chennai, Bengaluru",6-11 Yrs,"['Open AI', 'Azure', 'NLP', 'Lang Chain', 'LLM', 'Data Science', 'Science', 'Microsoft Azure']"
Oracle Analytics Cloud Consultant,Techstar Group,"Hybrid - Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru",5-10 Yrs,"['Oracle', 'Business Intelligence', 'Oracle Analytics Cloud', 'Artificial Intelligence', 'Datamart', 'OLAP', 'Oracle Support', 'Data Governance']"
Power Apps -specialist,Conneqt,Hyderabad/Secunderabad,5-9 Yrs,"['Environment management', 'PMP', 'Project management', 'Design development', 'power bi', 'Management', 'Sharepoint development', 'microsoft']"
Cognizant is hiring Share point Azure bot Developers!!!,Cognizant,"Hyderabad, Telangana, Bangalore Rural, Karnataka, Chennai, Tamil Nadu",9-13 Yrs,"['Azure bot', 'CI/CD', 'Microsoft Bot Framework', 'Cd', 'Microsoft', 'Sharepoint', 'Sharing', 'Continuous Integration']"
"Cloud Developer, Senior Engineer - P2",Rellio Services,Hyderabad/Secunderabad,5-8 Yrs,"['Wireless', 'Aix', 'Automation', 'SQA', 'Linux', 'Project management', 'WCF', 'WPF']"
Sr Advanced Data Scientist,Honeywell,Hyderabad/Secunderabad,3-6 Yrs,"['Automation', 'GIT', 'Postgresql', 'Machine learning', 'Data structures', 'MongoDB', 'Information management', 'Analytics']"
Solution Architect Lead,Tata Consultancy Services (TCS),"Hyderabad, Pune, Bangalore Rural, Karnataka",4-6 Yrs,"['solution or technical architect', 'Database architecture', 'Cloud computing technologies', 'DBMS', 'Cloud', 'Database design', 'Architecture', 'Technical architecture']"
Process Associate - Finance and Administration Delivery,IBM,Hyderabad/Secunderabad,1-4 Yrs,"['Claims', 'Fixed assets', 'Artificial Intelligence', 'Agile', 'Transaction processing', 'Accounts receivable', 'Administration', 'Intelligence']"
Rpa Developer,Prodapt Solutions,"Hyderabad, Bangalore Rural, Karnataka, Chennai",2-5 Yrs,"['Rpa Development', 'Design', 'Automation Anywhere', 'Rpa Automation', 'Blue Prism', 'Rpa', 'Automation', 'Development']"
Senior Specialist - Knowledge Management,Novartis,Hyderabad/Secunderabad,6-8 Yrs,"['Computer science', 'Automation', 'Backend', 'Architecture', 'Information security', 'Machine learning', 'Agile', 'microsoft']"
SSDE / TL - Data Science,Winwire Technologies,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-12 Yrs,"['Automation', 'orchestration', 'data science', 'Artificial Intelligence', 'Machine learning', 'Healthcare', 'microsoft', 'Forecasting']"
Principal IT Developer,Medtronic,Hyderabad/Secunderabad,5-9 Yrs,"['Computer science', 'Automation', 'Process optimization', 'Business analytics', 'Analytical', 'Javascript', 'Healthcare', 'Data structures']"
Principal full stack developer,Medtronic,Hyderabad/Secunderabad,5-8 Yrs,"['Computer science', 'Automation', 'Process optimization', 'Business analytics', 'Analytical', 'Javascript', 'Healthcare', 'Data structures']"
Azure Architect - Bangalore / Hyderabad,GR Engineering Projects,"Hybrid - Hyderabad, Bengaluru",10-20 Yrs,"['Azure Cloud', 'PAAS', 'Artificial Intelligence', 'Microsoft Azure', 'Cloud', 'Architecture', 'Intelligence']"
RPA Developer,GE Appliances,Hyderabad/Secunderabad,2-4 Yrs,"['Resource utilization', 'Cloud', 'Agile', 'Programming', 'Manager Technology', 'Deployment', 'Technical architecture', 'Technology management']"
Manager - Psychological Services,Silver Oak Health,"Hyderabad/Secunderabad, Bangalore/Bengaluru",10-20 Yrs,"['clinical psychology', 'Interpersonal skills', 'Analytical', 'Management', 'Client management', 'Supervision', 'Interpersonal', 'Client']"
"Senior Manager, Product Design (Industry Vertical)",Service Now Planet,Hyderabad/Secunderabad,7-13 Yrs,"['Competitive analysis', 'Machine learning', 'Interaction design', 'Agile', 'Product design', 'HTML', 'Web designing', 'Photoshop']"
CTO For a Bank/NBFC,Dev Solutions,"Hyderabad/ Secunderabad, Telangana",20-27 Yrs,"['Application Development', 'NBFC', 'Banking', 'Infrastructure Management', 'CTO', 'Development', 'Infrastructure', 'Management']"
Tosca Automation Test Engineer,Wipro,"Hyderabad, Telangana, Pune, Maharashtra, Bengaluru, Karnataka",4-8 Yrs,"['Automation', 'API Automation testing', 'Tosca Automation', 'Sap Automation Testing', 'automation frameworks', 'Software testing', 'API Automation', 'SAP testing']"
Pre Primary Teacher,Infowryt Solutions Llp,"Hyderabad, Telangana(Madhapur +3), Pune, Maharashtra(Kalyani Nagar +2), Gurugram, Haryana(Cyber City)",2-7 Yrs,"['Day Care', 'Day care Teacher', 'Pre Primary', 'Montessori', 'Pre primary teacher', 'Preschool', 'Daycare teacher', 'Nursery']"
IT - Azure specialist,TechTammina LLC,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",7-10 Yrs,"['Automation', 'SQL database', 'Cloud', 'SSIS', 'Cosmos', 'Data warehousing', 'Python', 'DBMS']"
Clinical Psychologist,Manasa Institute,Hyderabad/Secunderabad,1-2 Yrs,"['Training', 'Neuro', 'Data analysis', 'Mobile technology', 'Usage', 'C', 'Psychology', 'Research']"
Professor /  Associate Professor /  Assistant Professor /  Lecturer,International Institute of Information Technology Hyderabad (IIITH),Hyderabad,5-10 Yrs,"['record', 'teaching', 'Medical', 'Reimbursement', 'research', 'assistance', 'lecturer activities', 'recording']"
Data Scientist,Fisker,Hyderabad/Secunderabad,3-7 Yrs,"['Computer science', 'C++', 'Analytical', 'Social media', 'Formulation', 'Teradata', 'Forecasting', 'Analytics']"
Senior UX Researcher,Microsoft,Hyderabad/Secunderabad,2-5 Yrs,"['User research', 'Project management', 'Curriculum development', 'Data collection', 'Research', 'Continuous improvement', 'microsoft', 'Customer engagement']"
Duty Doctor,ApoKOS,Hyderabad,0-3 Yrs,"['Control', 'Policies', 'Monitor', 'Duty Doctor', 'mbbs', 'Radiology', 'Medical', 'Management']"
Senior Data Scientist,KPI Partners,"Hyderabad/Secunderabad, Bangalore/Bengaluru",6-10 Yrs,"['Training', 'continuous integration', 'Data analysis', 'GIT', 'Web services', 'data science', 'Artificial Intelligence', 'Machine learning']"
Senior Executive - Global Survey Management,Aeries Technology,Hyderabad/Secunderabad,3-6 Yrs,"['HR Executive', 'MIS', 'Online marketing', 'Consulting', 'Web development', 'HTTP', 'Business process management', 'Information technology']"
Power Platform Lead,Technovert,Hyderabad/Secunderabad,4-7 Yrs,"['IT services', 'Environment management', 'Backend', 'Software development life cycle', 'power bi', 'microsoft', 'Licensing', 'Information technology']"
Power Platform - Senior Developer,Technovert,Hyderabad/Secunderabad,3-7 Yrs,"['IT services', 'Environment management', 'Backend', 'Software development life cycle', 'power bi', 'microsoft', 'Licensing', 'Information technology']"
Power Platform - Senior Developer,Technovert,Hyderabad/Secunderabad,3-7 Yrs,"['IT services', 'Environment management', 'Backend', 'Software development life cycle', 'power bi', 'microsoft', 'Licensing', 'Information technology']"
Power Platform Lead,Technovert,Hyderabad/Secunderabad,8-12 Yrs,"['IT services', 'Environment management', 'Backend', 'Software development life cycle', 'power bi', 'microsoft', 'Licensing', 'Information technology']"
Power Platform Lead,Technovert,Hyderabad/Secunderabad,4-6 Yrs,"['Power Platform Lead', 'power platform']"
Power Platform - Senior Developer,Technovert,Hyderabad/Secunderabad,2-4 Yrs,"['Power Platform - Senior Developer', 'power platform', 'senior', 'development']"
Power Platform Lead,Technovert,Hyderabad/Secunderabad,8-12 Yrs,"['Power Platform Lead', 'power platform']"
Power Platform - Senior Developer,Technovert,Hyderabad/Secunderabad,7-9 Yrs,"['Power Platform - Senior Developer', 'senior', 'development', 'power platform']"
Power Platform - Senior Developer,Technovert,Hyderabad/Secunderabad,3-7 Yrs,"['IT services', 'Environment management', 'Backend', 'Software development life cycle', 'power bi', 'microsoft', 'Licensing', 'Information technology']"
Data Architect,Aster Minds Enterprise Solutions,"Hybrid - Hyderabad, Chennai, Bengaluru",7-12 Yrs,"['Azure', 'Azure Databricks', 'Azure Blob Storage', 'Azure Data Factory', 'Power Bi', 'Postgresql', 'Cassandra', 'Hadoop']"
Occupational therapist,Pinnacle Blooms Network,"Hyderabad, Chennai, Bengaluru, mahesh",2-5 Yrs,"['Neurology', 'Incharge', 'Networking', 'Banking', 'Healthcare', 'Occupational therapy', 'Counselling', 'therapy']"
Data modeler,Coders Brain Pvt Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",10-15 Yrs,"['Data modeling', 'data security', 'Data analytics', 'Information management', 'IT management', 'Stakeholder management', 'big data', 'Data warehousing']"
Content Developer,Triumphant Institute of Management Education (T I M E),Hyderabad/Secunderabad,0-2 Yrs,"['Printing', 'Project development', 'Manager Quality Assurance', 'Project management', 'Psychology', 'Manager Technology', 'Management', 'Continuous improvement']"
PYP Homeroom Teacher,New York Academy,Hyderabad/Secunderabad,2-6 Yrs,"['Training', 'Quality standards', 'Usage', 'Concept design', 'Instructional design', 'Focus', 'Research', 'Training management']"
Full Stack JS Developer,Tensorgo Technologies,Hyderabad,2-6 Yrs,"['MS SQL', 'Backend', 'jQuery', 'Web technologies', 'Web development', 'Javascript', 'ASP.Net', 'MVC']"
IT Specialist (Test Automation Engineer),Panalpina,Hyderabad/Secunderabad,3-7 Yrs,"['Automation testing', 'Automation', 'Debugging', 'Agile', 'HR', 'Selenium', 'Information technology', 'Technical support']"
AVP - Solution Architect,Scouters,"Noida, Mumbai, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,"['Computer science', 'Coding', 'Bfsi', 'Cloud', 'JSON', 'application architecture', 'Spring', 'Information technology']"
Chat Bot Sr Architect,Thoughtquad,Hyderabad/Secunderabad,8-13 Yrs,"['Architect', 'Backend', 'PDF', 'Architecture', 'Manager Technology', 'Natural language processing', 'microsoft', 'LEX']"
Research Associate,J-pal South Asia,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs,"['Qualitative research', 'Process monitoring', 'Geometry', 'Data analysis', 'Data collection', 'HTTP', 'Management', 'Research']"
JS Full Stack Engineer,Tensorgo Technologies,Hyderabad/Secunderabad,2-7 Yrs,"['Computer vision', 'Backend', 'Front end', 'GIT', 'Web services', 'MySQL', 'Mobile phones', 'Javascript']"
Senior Organizational Change Manager,Hoffmann-La Roche,"Hyderabad/Secunderabad, Chennai",8-9 Yrs,"['Procurement', 'Stakeholder Engagement', 'Change management', 'Project management', 'Consulting', 'Healthcare', 'data privacy', 'Business solutions']"
Manager Data Science,Innominds Software,Hyderabad/Secunderabad,10-15 Yrs,"['Business process', 'Telecom', 'SAS', 'Machine learning', 'Algorithm development', 'Healthcare', 'Open source', 'Data mining']"
Azure Cloud Application Developer,Kenexoft Technologies,Hyderabad/Secunderabad,3-8 Yrs,"['Computer science', 'Web technologies', 'devops', 'Cloud', 'Agile', 'microsoft azure', 'Unit testing', 'Cosmos']"
Duty Doctor,ApoKOS,Hyderabad,1-5 Yrs,"['Duty Doctor', 'Radiology', 'Management', 'Doctor', 'Cardiology', 'Monitoring']"
UI Path Senior Developer,Fusion Plus Solutions Inc,Hyderabad/Secunderabad,5-7 Yrs,"['Mining', 'Automation', 'NoSQL', 'UCP', 'Artificial Intelligence', 'Machine learning', 'Workflow', 'Troubleshooting']"
machine learning Professional,Coders Brain Pvt Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2-6 Yrs,"['Architect', 'PERT', 'data science', 'Machine learning', 'Cloud', 'microsoft azure', 'model development', 'Deployment']"
Business Intelligence Developer,Y Point Analytics,Hyderabad,2-7 Yrs,"['Computer science', 'Cisco routers', 'SAN', 'French', 'Project management', 'Strategic planning', 'Customer service', 'Budgeting']"
