Job_Title,Company_name,Job_location,Company_Experience,Job_skills
Generative AI Prompt Engineer,Leading Client,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",6-8 Yrs,"['Python', 'product design', 'nlp', 'Text Generative models', 'OpenAI', 'Python programming', 'LLM literature analysis', 'AI Prompt Engineer']"
NLP Engineer,Senseforth.ai,Bangalore/Bengaluru,0-3 Yrs,"['Training', 'Data modeling', 'Machine learning', 'Programming', 'Data processing', 'model development', 'Natural language processing', 'Research']"
Singapore based AI Engineer,Vulcan Ai,Hybrid - Singapore,3-8 Yrs,"['Vision transformer models and foundational architectures for computer vision applications. Proficiency in TensorFlow and PyTorch', 'and strong programming skills in Python', 'Pytorch', 'Tensorflow', 'Python', 'Computer', 'Vision', 'Program']"
Actively Hiring- AI & ML Specialist(Cloud Engineer/Developer-AI/ML),Insight Direct India,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR",5-10 Yrs,"['Artificial Intelligence', 'azure', 'Python', 'C#', 'GenAi', 'Natural Language Processing', 'llm', 'Machine Learning']"
Senior Gen AI Engineer,Xoriant,Pune,3-8 Yrs,"['Computer science', 'Data analysis', 'data science', 'Machine learning', 'data privacy', 'Data analytics', 'Open source', 'AWS']"
Senior AI Engineer,Xoriant,Pune,4-8 Yrs,"['Computer science', 'Data analysis', 'data science', 'Machine learning', 'data privacy', 'Data analytics', 'Open source', 'AWS']"
Enterprise AI Architect - Gen AI,Cognizant,"Hybrid - Hyderabad, Chennai, Bangalore/Bengaluru",12-16 Yrs,"['Generative AI', 'Cloud Platform', 'DevOps', 'AIML', 'API', 'Azure', 'Cnn', 'Artificial Intelligence']"
Lead AI ML Engineer,Siemens,Bangalore/Bengaluru,3-7 Yrs,"['C++', 'Analytical', 'Consulting', 'Machine learning', 'Agile', 'Pattern recognition', 'Data mining', 'SQL']"
Ai Ml Engineer,IQVIA,"Hybrid - Kochi/ Cochin, Kerala, Bangalore/ Bengaluru, Karnataka",4-9 Yrs,"['Artificial Intelligence', 'Natural Language Processing', 'LLM', 'Deep Learning', 'Python', 'Aiml', 'Large language model', 'Chat GPT']"
Senior Engineer - AI ML,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,2-5 Yrs,"['Computer science', 'C++', 'Linux', 'Image processing', 'Debugging', 'Machine learning', 'Engineering Manager', 'MATLAB']"
AI Engineer,IBM,Bangalore/Bengaluru,4-8 Yrs,"['Automation', 'Apache', 'Open source', 'Technical support', 'Python', 'Azure', 'NLP', 'PyTorch']"
AI/ML Systems Engineer - Auto,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,4-5 Yrs,"['Computer science', 'deep learning', 'Network design', 'Version control', 'GIT', 'Staffing', 'Analytical', 'Control system']"
AI ML Engineer Senior,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,5-12 Yrs,"['RTOS', 'Computer science', 'C++', 'Neural networks', 'Analytical', 'Debugging', 'Embedded Linux', 'Algorithm development']"
AI Engineer,Kastech Software Solutions India,Hyderabad/Secunderabad,5-9 Yrs,"['Scalability', 'Opencv', 'User interaction', 'content generation', 'Usage', 'Artificial Intelligence', 'Generation', 'Content']"
Software Engineer (ML/AI Models),Soroco,Bangalore/Bengaluru,1-3 Yrs,"['Training', 'deep learning', 'Prototype', 'Design Architect', 'Bloomberg', 'Machine learning', 'Debugging', 'Natural language processing']"
Senior Software Engineer (ML/AI Models),Soroco,Bangalore/Bengaluru,4-7 Yrs,"['Training', 'deep learning', 'Design Architect', 'Bloomberg', 'Architecture', 'Analytical', 'Machine learning', 'System design']"
AI & Scala Engineer,RandomT,Bangalore/Bengaluru,6-11 Yrs,"['scala', 'python', 'AI/ML', 'spark', 'software engineering', 'big data', 'artificial intelligence', 'Salesforce']"
AI Engineer,Themathcompany,Bangalore/Bengaluru,2-6 Yrs,"['Training', 'deep learning', 'Usage', 'Prototype', 'orchestration', 'Cloud', 'System design', 'model development']"
AI Engineer,Brickendon Consulting,"Hyderabad/Secunderabad, Bangalore/Bengaluru",12-15 Yrs,"['deep learning', 'Automation', 'Data modeling', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Programming', 'Data structures']"
Senior AI/ML Architect- Iqvia,IQVIA,"Hybrid - Kochi, Kerala, Bengaluru",10-18 Yrs,"['AI', 'Machine Learning', 'Python', 'NLP', 'Natural Language Processing', 'Ml', 'Processing', 'Languages']"
AI-ML Data Engineer,Nokia,Bangalore/Bengaluru,3-6 Yrs,"['NoSQL', 'Intellectual property', 'Technology leadership', 'Data quality', 'Research', 'Continuous improvement', 'IEEE', 'SQL']"
"Lead, Data Scientist - Generative AI & LLM",Foundation Ai,Hyderabad/Secunderabad,3-6 Yrs,"['Computer science', 'Cloud computing', 'Computer vision', 'deep learning', 'Neural networks', 'Analytical', 'Artificial Intelligence', 'Data processing']"
Lead Data Scientist,Careerfit.ai,Hybrid - Mumbai (All Areas),7-12 Yrs,"['Predictive Modeling', 'SQL', 'R', 'Python', 'Big Data Analytics', 'Logistic Regression', 'Decision Tree', 'Segmentation']"
AI/ML Engineer,Wissen Infotech,"Hybrid - Hyderabad, Bengaluru",6-10 Yrs,"['Natural Language Processing', 'Aiml', 'API', 'Machine Learning', 'Python', 'Pytorch', 'Tensorflow', 'Keras']"
Senior Software Engineer (AI/ML),Elevate Services India Pvt Ltd.,"Hybrid - Gurgaon/ Gurugram, Haryana",6-10 Yrs,"['Data Science', 'Natural Language Processing', 'Java', 'Node', 'AWS', 'Python', 'Science', 'Software']"
AI Engineer,Holcim Global Digital Hub,Navi Mumbai,2-3 Yrs,"['Generative AI', 'Langchain', 'ChatGPT', 'Python', 'Artificial Intelligence']"
AI/ML Engineer,Ogmen Robotics,New Delhi,2-5 Yrs,"['software architecture', 'Statistical analysis', 'data science', 'Data modeling', 'Analytical', 'Machine learning', 'Data structures', 'Robotics']"
AI/ML Engineer,Astreya,Remote,8-9 Yrs,"['Computer science', 'Supervisor', 'Usage', 'Coding', 'technical support staff', 'Database', 'Programming', 'Windows']"
Machine Learning Operations-AI Platform Engineer,Accenture,Bangalore/Bengaluru,10-12 Yrs,"['Neural networks', 'Machine learning', 'Packaging', 'Natural language processing', 'deep learning', 'Auditing', 'Process', 'Networking']"
Manager - AI/ML- Data Scientist,Adamas Tech Consulting,Bengaluru,6-10 Yrs,"['Natural Language Processing', 'data scientist', 'Spark', 'Computer Vision', 'Python', 'Data Science', 'Science', 'Management']"
Generative AI Lead/Architect,Birlasoft,"Hybrid - Noida, Pune, Bangalore/Bengaluru",7-12 Yrs,"['NLP', 'Chatbot', 'azure cognitive services', 'Machine Learning', 'Python', 'Open AI', 'Generative AI', 'ai solutions']"
Ai/ML Lead or Architect - Immediate,Qentelli,"Hyderabad, Telangana",12-22 Yrs,"['Artificial Intelligence', 'Aiml', 'Machine Learning', 'Deep Learning', 'Python', 'Intelligence', 'Architecture', 'Machine']"
AI ML Engineer Ops,Siemens,Bangalore/Bengaluru,2-5 Yrs,"['C++', 'Data analysis', 'Consulting', 'Machine learning', 'Agile', 'Data mining', 'Forecasting', 'SQL']"
AI ML Engineer DB,Siemens,Bangalore/Bengaluru,2-6 Yrs,"['GIS', 'C++', 'Consulting', 'Machine learning', 'Agile', 'Data mining', 'Forecasting', 'SQL']"
Senior AI ML Engineer,Siemens,Bangalore/Bengaluru,2-6 Yrs,"['Computer vision', 'C++', 'Analytical', 'Consulting', 'Machine learning', 'Pattern recognition', 'Data mining', 'SQL']"
AI Engineer,Integrity Technologies And Services,Pune,4-6 Yrs,"['Java', 'R', 'NLP', 'C', 'Algorithms', 'Artificial Intelligence', 'Machine Learning', 'Deep Learning']"
AI Engineer,IBM,Bangalore/Bengaluru,4-6 Yrs,"['NLP', 'PyTorch', 'Python', 'text analytics', 'TensorFlow', 'Matplotlib', 'Azure', 'GCP']"
AI Engineer,IBM,Bangalore/Bengaluru,6-8 Yrs,"['NLP', 'PyTorch', 'Python', 'text analytics', 'TensorFlow', 'Azure', 'GCP', 'data governance']"
AI Engineer,IBM,Bangalore/Bengaluru,4-6 Yrs,"['PyTorch', 'natural language processing', 'Python', 'text analytics', 'TensorFlow', 'Matplotlib', 'Azure', 'scikit-learn']"
AI Engineer,IBM,Bangalore/Bengaluru,4-8 Yrs,"['Automation', 'Apache', 'Technical support', 'Open source', 'Python', 'Azure', 'Technical documentation', 'PyTorch']"
Senior Machine Learning Engineer - ( AI / ML Team ),Discovery Communications,Bangalore/Bengaluru,5-8 Yrs,"['Machine Learning', 'Golang', 'Java', 'algorithms', 'configuration', 'Scala', 'data verification', 'A/B testing']"
Kore . AI Developer,Bradsol - Brad Contech Solutions,Hyderabad/Secunderabad,3-5 Yrs,"['Computer science', 'Training', 'Automation', 'Machine learning', 'Cloud', 'Programming', 'Deployment', 'Natural language processing']"
Data Science (Generative AI) - Senior Manager - ANI,PwC Service Delivery Center,"Hyderabad/Secunderabad, Bangalore/Bengaluru",12-20 Yrs,"['Cluster analysis', 'deep learning', 'orchestration', 'GCP', 'Machine learning', 'Process quality', 'Data analytics', 'AWS']"
AI/ML Engineer,Owfis Jobpe Technologies,"Hyderabad, Telangana(Madhapur), Chennai, Bengaluru",0-5 Yrs,"['Artificial Intelligence', 'Neural Networks', 'Ml Algorithms', 'Deep Learning', 'Ml', 'Tensorflow', 'Ann', 'Cnn']"
Generative AI / ML Engineer,Toxsl Technologies,Mohali,0-5 Yrs,"['Graphics', 'Training', 'SAN', 'Health insurance', 'French', 'C', 'Manager Technology', 'Natural language processing']"
AI Engineer,Skan.ai,Bangalore/Bengaluru,4-5 Yrs,"['Computer science', 'Cloud computing', 'data science', 'GCP', 'Machine learning', 'Programming', 'Transformers', 'Analytics']"
AI/ML Engineer,Loyalytics Consulting,Bangalore/Bengaluru,1-3 Yrs,"['Retail', 'Usage', 'Architecture', 'Artificial Intelligence', 'Consulting', 'Machine learning', 'Wellness', 'Natural language processing']"
AI Engineer - Computer Vision,Digit Insurance,"Bengaluru, Karnataka",5-8 Yrs,"['Regex Pattern Search', 'Opencv', 'Pandas and Numpy', 'String Manipulation', 'SQL', 'Vision', 'Computer', 'Computer vision']"
Senior AI Engineer,Healthifyme,Bangalore/Bengaluru,2-6 Yrs,"['deep learning', 'Publishing', 'Data management', 'Machine learning', 'Data collection', 'Test cases', 'Research', 'Forecasting']"
Lead AI Developer,AffinityX,Remote,5-7 Yrs,"['Python', 'Cnn', 'PyTorch', 'Rnn', 'scikit-learn', 'google cloud', 'Neural Networks', 'NLP Techniques']"
Consultant / Senior Consultant - Generative AI,Smart Wealth,"Hyderabad/Secunderabad, Delhi / NCR, Bangalore/Bengaluru",3-8 Yrs,"['Generative AI', 'data analysis', 'Fast API', 'Machine Learning', 'Deep Learning', 'Data Science', 'NLP', 'PyTorch']"
Open AI Developer,Capgemini,Gurgaon/Gurugram,4-9 Yrs,"['Open AI', 'Microsoft Power Automate', 'Open AI Developer', '.NET', 'Microsoft Azure', 'Natural language processing', 'machine learning', 'Microsoft']"
H1B Sponsorship Available -AI & Machine Learning Engineer & Developer,Amzur Technologies,Hybrid - USA,5-10 Yrs,"['Ai Algorithms', 'Natural Language Processing', 'Regression', 'Computer Vision', 'Ml Algorithms', 'Java', 'Classification', 'Clustering']"
AI/ ML Developer,Vidushi Infotech,"Pune, Maharashtra(Kalyani Nagar)",2-7 Yrs,"['Artificial Intelligence', 'Machine Learning', 'Pytorch', 'Tensorflow', 'Aiml', 'Deep Learning', 'Python', 'Ml']"
Senior Engineer - AI/ML/Data Scientist,Global Consult Inc .,Hyderabad/Secunderabad,4-10 Yrs,"['Smarty', 'Computer science', 'orchestration', 'Analytical', 'Machine learning', 'Natural language processing', 'Weaving', 'Training and Development']"
Senior Software Engineer - AI/ML Data Engineer,Delivery Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",3-7 Yrs,"['github', 'tableau', 'Statistical analysis', 'data science', 'Machine learning', 'power bi', 'Data analytics', 'data visualization']"
Senior Architect - AI / ML,Unisys,Bangalore/Bengaluru,15-20 Yrs,"['AI / ML', 'C#', 'Azure', 'Agile methodologies', 'Big Data', 'SOAP', 'SDLC', 'DevOps']"
Senior Architect - AI / ML,Unisys,Bangalore/Bengaluru,15-20 Yrs,"['AI / ML', 'C#', 'Deep  Learning', 'Java', 'Rust', 'Go', 'Kafka', 'LLM']"
Software Engineer (AI - ML),Neoastra Systems India,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs,"['Computer vision', 'C++', 'Image processing', 'Memory management', 'MySQL', 'Machine learning', 'Stored procedures', 'SQL']"
Lead Data Scientist - Generative AI and Machine Learning,HCLTech,"Chennai, Tamil Nadu",7-10 Yrs,"['Data Science', 'Ai Algorithms', 'Machine Learning', 'Tensorflow', 'Pytorch', 'Keras', 'Data', 'Algorithms']"
AI Engineer (Gen AI) @ Pune - Only immediate joiners,Intelliswift,Remote,8-13 Yrs,"['Gen AI', 'MLOPs', 'NLU', 'NLP', 'AI/ML', 'Natural language processing', 'Ml', 'Gen']"
Generative AI Engineer,Tenacitics,Chennai,2-5 Yrs,"['Tensorflow', 'Pytorch', 'NLP', 'ChatGPT', 'AI models', 'Python', 'Natural language processing', 'Artificial Intelligence']"
AI Engineer II,G P,Remote,1-5 Yrs,"['Career development', 'deep learning', 'Automation', 'Team management', 'SAAS', 'Machine learning', 'Agile', 'Natural language processing']"
ML / AI engineer,Ajayvision Education,"Noida, Uttar Pradesh(Sector-62 Noida)",5-10 Yrs,"['Artificial Intelligence', 'Data Science', 'Pytorch', 'Cloud', 'Programming', 'Data Mining', 'AI Engineer', 'Nvidia Tensorrt']"
AI Engineer,Manappuram Finance (MAFIL),"Thrissur/ Trichur, Kerala",5-10 Yrs,"['Tensorflow', 'Pytorch', 'Azure Machine Learning', 'Build and maintain AI systems', 'Microsoft Azure', 'Build', 'Maintenance', 'Machine']"
AI Engineer,Witzeal Technologies,"Gurugram, Haryana",2-3 Yrs,"['Artificial Intelligence', 'Neural Networks', 'Deployment tools', 'Deep Learning', 'Monitoring Tools', 'Terraform', 'Python Liabraries', 'Python']"
AI/ ML Developer,Celsior Technologies,"Hybrid - Noida, Uttar Pradesh, Hyderabad/ Secunderabad, Telangana",5-10 Yrs,"['Deployment', 'Machine Learning', 'GPU', 'Deep Learning', 'Python', 'Pytorch', 'Tensorflow', 'Cloud Deployment']"
Lead AI Engineer,Surveysparrow,Chennai,8-10 Yrs,"['NLP', 'AI', 'Machine Learning', 'Deep Learning', 'ML', 'python', 'data extraction', 'software development']"
Senior Data Scientist,optiq.ai,Bangalore/Bengaluru,4-9 Yrs,"['Electrical engineering', 'Backend', 'Machine learning', 'Cloud', 'Healthcare', 'Deployment', 'big data', 'Statistics']"
AI Engineer/Data Scientist/Senior AI Engineer,Precision Technoservices,"Hyderabad, Telangana",4-8 Yrs,"['Generative AI', 'NLP', 'LLM', 'Machine Learning', 'Deep Learning', 'Python', 'SQL', 'Senior']"
Centific Hiring AI/ML Architects & Director (Remote),Centific Global Technology,Remote,12-18 Yrs,"['Artificial Intelligence', 'Architect', 'AI/ML', 'TOGAF', 'Al', 'Machine Learning', 'Python', 'Ml']"
Engineer Software Engineering - AI/ML,Globalfoundries,Bangalore/Bengaluru,4-6 Yrs,"['Automation', 'Semiconductor', 'Prototype', 'Software Engineering Manager', 'Machine learning', 'Software Engineer', 'JSON', 'SQL']"
AI Engineer,Skan,Bangalore/Bengaluru,4-7 Yrs,"['Computer science', 'Cloud computing', 'data science', 'GCP', 'Machine learning', 'Programming', 'Transformers', 'Analytics']"
AI Engineer,Koireader Technologies,Remote,3-7 Yrs,"['Algorithm Development', 'Artificial Intelligence', 'Deep Learning', 'vision', 'Computer Vision', 'Tensorflow', 'Leadership', 'Object Detection']"
AI-ML GenAI Engineer,Nokia,Bangalore/Bengaluru,3-6 Yrs,"['Scalability', 'Intellectual property', 'Cloud', 'Technology leadership', 'Deployment', 'Research', 'Open source', 'Continuous improvement']"
AI-ML Full Stack Engineer,Nokia,Bangalore/Bengaluru,3-6 Yrs,"['UI development', 'Front end', 'NoSQL', 'Web development', 'Intellectual property', 'Javascript', 'HTTP', 'SQL']"
ML/AI Engineer,Lingaro India Pvt Ltd,Remote,3-8 Yrs,"['Azure Cloud', 'Azure Data Factory', 'Machine Leaning Flow', 'MLOPS', 'Azure machine learning', 'Python', 'Machine learning', 'Factory']"
Practice Lead Data Science (AI/ML),People Tech,Hyderabad,12-22 Yrs,"['Presales', 'Data Science', 'Data Modelling', 'data analysis', 'Go to Market strategy', 'Bigdata Technologies', 'Machine Learning', 'Deep Learning']"
Urgent Hiring: AI/ML Architect,Calsoft,"Kolkata, West Bengal",12-15 Yrs,"['Ai Algorithms', 'Cloud Architecture', 'Data Security', 'Machine Learning', 'Data Governance', 'Artificial Intelligence', 'API', 'Architecture']"
Senior AI Engineer,Selections Hr Services,"Bengaluru, Mumbai (All Areas)",4-9 Yrs,"['Natural Language Processing', 'Machine Learning', 'Tensorflow', 'Pattern Recognition', 'Ai Algorithms', 'Generative AI', 'Computer Vision', 'Deep Learning']"
AI/ML developer,Semperfi Solutions,Bangalore/Bengaluru,5-9 Yrs,"['AI', 'ML', 'Python', 'PyTorch', 'Docker', 'NumPy', 'Scikit-Learn', 'TensorFlow']"
Lead Data Scientist,Netomi,Remote,5-10 Yrs,"['Logistic regression', 'LMS', 'Neural networks', 'Artificial Intelligence', 'Machine learning', 'Data processing', 'Information retrieval', 'Customer service']"
MLOps Engineer - AI,Level Ai,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2-6 Yrs,"['Cloud computing', 'operational support', 'Enterprise applications', 'Machine learning', 'Information retrieval', 'Silicon', 'Troubleshooting', 'Open source']"
AI ML Developer,HCLTech,"Hybrid - Noida, Uttar Pradesh",3-8 Yrs,"['Artificial Intelligence', 'Machine Learning', 'Tensorflow', 'Pytorch', 'Opencv', 'Natural Language Processing', 'AIML', 'Keras']"
AI Data Scientist - Remote / Work from Home,ADROITENT,Remote,8-13 Yrs,"['data science', 'data preprocessing', 'python', 'R', 'data manipulation', 'SCALA', 'AI', 'algorithm development']"
Senior Data Scientist - Conversational AI,Agivant Technologies,Hyderabad/Secunderabad,5-8 Yrs,"['Engineering services', 'Text mining', 'SAN', 'SOC', 'Machine learning', 'Agile', 'Data collection', 'Python']"
Machine Learning and AI Engineer (Product Development),Highradius,"Hyderabad, Telangana",4-9 Yrs,"['Machine Learning', 'Nltk', 'Hive', 'R', 'Big Data Analytics', 'Artificial Intelligence', 'SAAS', 'SCALA']"
Lead Research Engineer - Machine Learning and AI,Siemens,Bangalore/Bengaluru,1-2 Yrs,"['C++', 'Medical imaging', 'Diagnostics', 'Machine learning', 'Healthcare', 'Research', 'biomedical', 'Operations']"
AI Architect/Developer,Neem Consulting Limited,Bangalore/Bengaluru,5-10 Yrs,"['Analytical skills', 'Architect', 'SQL database', 'Technical design', 'Machine learning', 'Cloud', 'FMCG', 'Management']"
Digital & AI/ML Engineer,Franklin Templeton,Hyderabad/Secunderabad,1-4 Yrs,"['Neural networks', 'Programming', 'Product design', 'Research', 'Continuous improvement', 'Portfolio management', 'Release management', 'Object oriented programming']"
Artificial Intelligence and Machine Learning (AI/ML) Developer,Tata Consultancy Services (TCS),"Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",5-10 Yrs,"['Artificial Intelligence', 'Big Data', 'Data Visualization', 'Machine Learning', 'Python', 'Java', 'Pyspark', 'Cloud']"
Senior AI / ML Engineer,Ea Technologies,Noida,5-10 Yrs,"['C++', 'Prototype', 'NoSQL', 'Artificial Intelligence', 'Machine learning', 'Unit testing', 'SQL', 'Python']"
AI & ML Engineer (Mid-Level),ePaisa,Remote,2-4 Yrs,"['deep learning', 'Neural networks', 'Service industry', 'Machine learning', 'Natural language processing', 'Research', 'AWS', 'Python']"
Senior AI / ML Engineer,SPAR Solutions,Pune,8-10 Yrs,"['time series analysis', 'data analytics', 'natural language processing', 'neural networks', 'aiml', 'machine learning', 'artificial intelligence', 'text analytics']"
AI Consultant,Manappuram Finance (MAFIL),"Thrissur/ Trichur, Kerala",10-12 Yrs,"['Consulting', 'step by step AI implementation plan', 'Proper planning and evaluation', 'AI consultant', 'Evaluation', 'Artificial Intelligence', 'STP', 'Planning']"
"Leader , Solutions Architecture (Data & AI)",Databricks,Bangalore/Bengaluru,4-9 Yrs,"['SAN', 'spark', 'Diversity and Inclusion', 'Machine learning', 'Presales', 'Medical insurance', 'big data', 'field engineering']"
Lead AI Engineer,Techolution,Hyderabad/Secunderabad,6-7 Yrs,"['Computer vision', 'deep learning', 'Image processing', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Data processing', 'Distribution system']"
AI and Machine Learning Engineer,ePaisa,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2-4 Yrs,"['Computer science', 'deep learning', 'Usage', 'Neural networks', 'Service industry', 'Machine learning', 'Natural language processing', 'Research']"
